url
https://docs.snowflake.com/en/user-guide/admin-account-identifier
https://docs.snowflake.com/user-guide/admin-trial-account
https://docs.snowflake.com/en/user-guide/admin-account-management
https://docs.snowflake.com/en/user-guide/admin-user-management
https://docs.snowflake.com/en/user-guide/managing-behavior-change-releases
